transaction_id,amount,merchant,category,time_of_day,account_age_days,previous_transactions,timestamp
6b8dbfb2-c00a-4e0c-853b-f0bb22a429a5,6465.4,Target,shopping,7.435816748078343,3580,332,2025-11-25 18:26:00.318083
2a49f7ec-6848-4cc2-b994-3c83435db5cb,1855.15,Airbnb,shopping,9.166508687210248,2777,418,2025-11-16 04:26:00.318088
92657eef-31b3-426d-bbbe-ba2244dcfa11,1547.97,Uber,groceries,22.974169130671374,955,176,2025-11-21 07:26:00.318093
894e19b6-f0d5-48b3-892f-dbcd3df6287c,748.76,Wells Fargo,travel,19.166239925733088,3368,484,2025-11-20 18:26:00.318098
34868df2-b731-4078-a172-196a80094759,9392.5,Amazon,entertainment,12.660199918334603,488,286,2025-12-05 02:26:00.318103
a9d0ab91-d4a8-4717-ab49-bd57d92425a9,5929.37,Bank of America,shopping,4.748628695558445,2990,362,2025-12-07 10:26:00.318108
f7905bbb-a560-4233-ae2b-21957b742c0d,6188.35,Apple Store,entertainment,17.753521598433686,1598,71,2025-12-05 04:26:00.318115
75902c85-ce82-4603-92eb-830414e33086,948.27,Unknown Merchant,travel,20.125873284509346,442,66,2025-11-14 13:26:00.318120
60e2b28a-23cd-4f1d-b78f-307d9fa304d1,6204.24,Google Play,groceries,22.074280658109537,2123,467,2025-12-13 02:26:00.318125
e467e9a7-f5a4-4f8b-a512-2aad67eedcd2,9560.31,Wells Fargo,groceries,9.414244218658478,1913,111,2025-11-25 06:26:00.318130
61dbb0bb-8a97-4c32-8358-ea69ac8c489f,7013.69,Shell,shopping,10.602983679058742,1154,318,2025-12-07 19:26:00.318135
c435d791-990a-48b0-a0f8-ec8618fb2d64,5913.19,Home Depot,utilities,10.846555160939978,2294,493,2025-11-15 18:26:00.318140
5c7d7b3b-e972-4994-8905-075a4d30acba,9178.09,Suspicious Merchant,groceries,18.94514074976494,218,170,2025-11-19 20:26:00.318145
83b2e54c-3672-4d60-96f4-8f786ea6fb71,8964.99,Expedia,utilities,12.83768779189381,3376,351,2025-12-07 06:26:00.318150
fa9229fd-0cd7-49a1-a8df-407abb1b3b3a,2928.42,Target,groceries,12.16402738347175,2892,293,2025-11-30 06:26:00.318155
8a25e667-d9c4-4905-8ff8-b4e0a1a8a338,3262.36,McDonald's,groceries,5.797256074096434,2160,453,2025-11-27 20:26:00.318160
001cc045-f2a2-4e81-b9d0-da2ad90ba69e,3937.73,Netflix,shopping,17.219975947204954,3031,110,2025-11-30 23:26:00.318166
07a8db13-b5ed-47cc-8aec-3697ec5c607c,6144.22,Apple Store,utilities,14.04974360391803,644,203,2025-12-13 19:26:00.318181
facfd997-4be9-431e-9db4-3d9074d300e7,71.16,Uber,travel,20.104875911322317,2669,317,2025-12-06 06:26:00.318195
c2c71047-8fc0-42d0-b7ff-7cdd144ad057,3925.54,Target,entertainment,15.108705957279728,266,55,2025-12-13 00:26:00.318204
92214dfc-25a9-4ca8-8607-f15acd6441b4,6386.46,Netflix,entertainment,11.09931540994084,2591,25,2025-12-05 10:26:00.318210
6ff5020d-93c6-49ef-838a-c54e676e9220,2442.52,Walmart,groceries,14.621295891846684,771,444,2025-12-03 10:26:00.318215
f5bc3b9b-6dc3-4c43-b9ab-1e2ff22a1a88,1081.67,Home Depot,travel,7.0732964931485185,2648,118,2025-11-19 08:26:00.318220
4360f8ee-d7a2-4767-be0e-d98d1285a6f5,4796.17,Netflix,entertainment,13.03489273297248,254,290,2025-11-25 08:26:00.318227
9b2ea7cb-b192-4e2f-8086-6c4b2c35e011,5877.79,McDonald's,groceries,17.442384809787285,1903,65,2025-12-08 10:26:00.318232
f3731405-9c9a-4452-a81c-e49614b904e1,1250.26,Target,shopping,2.403162581514617,1097,265,2025-12-13 03:26:00.318238
15b4ddd0-4b9c-483a-a9cf-87ffe6fd4618,618.96,Lyft,travel,23.850250806816288,1361,149,2025-11-24 05:26:00.318245
29623c8f-3058-44b5-94a6-97e332ffcfbb,9543.43,Expedia,shopping,21.57481532708345,2559,69,2025-12-06 16:26:00.318251
99cd0570-9675-48de-8000-4367d29cea8e,7519.16,McDonald's,entertainment,3.5443750723499505,171,499,2025-12-12 16:26:00.318257
c8748490-76b0-43f3-842e-3615baf7c8f2,8200.93,Chevron,groceries,18.218423247843837,3047,275,2025-12-08 11:26:00.318262
6f82fca8-1fc2-4ca2-9609-52e5d2aff865,379.39,Best Buy,groceries,23.532861046790433,2128,486,2025-11-25 05:26:00.318266
4495238f-ba48-4dcd-8702-a5df4d863f73,1883.42,Target,groceries,9.635280279627832,3441,344,2025-11-29 21:26:00.318272
66ec629b-27b1-44df-9bdb-8224cad18195,9402.89,Google Play,groceries,23.40784408222545,2220,269,2025-12-10 10:26:00.318277
599c9562-e716-477b-8359-56d163da0da9,4742.31,Netflix,entertainment,2.0076469289013437,3337,236,2025-12-05 04:26:00.318282
88ccebf0-9764-45bc-bc88-5af8fd88f650,999.65,Walmart,entertainment,21.549695175418922,526,31,2025-12-05 04:26:00.318287
762dcfea-b3a4-410f-947b-0044c597cdf6,7686.06,McDonald's,utilities,12.443823099215466,2001,379,2025-11-21 15:26:00.318291
5a351239-ef8d-4eae-b9c9-105cbc11d6d3,9025.66,Best Buy,groceries,16.84217090467792,340,173,2025-11-27 16:26:00.318296
cf55bc64-ce73-40f4-9503-2725ce7fcac3,9316.05,Google Play,entertainment,3.3350076088783425,2893,172,2025-12-13 22:26:00.318302
0359cb4f-8fbe-48c1-83b4-868877444e31,8426.29,Best Buy,groceries,14.447057735893882,1817,138,2025-11-15 11:26:00.318308
421c3116-aa7c-455c-9554-505358682627,2852.39,Airbnb,utilities,16.061222706223568,2928,108,2025-12-13 12:26:00.318313
0804627e-2571-470c-972e-9a5452ee3f53,2202.34,Google Play,utilities,21.11339133364099,2235,383,2025-12-03 02:26:00.318318
065ce67e-31c0-471d-85f8-71446cc3c15c,1416.37,Google Play,utilities,21.524433617447063,631,336,2025-11-27 18:26:00.318323
8c3068e1-866f-488c-a83b-679be09a0dda,4518.22,Bank of America,shopping,11.926658860034017,2093,55,2025-12-13 11:26:00.318328
69e109ca-37ef-4f15-a777-0f56d4eced84,9023.43,Uber,utilities,19.656677455442544,1838,81,2025-12-07 17:26:00.318333
c46aab03-4985-449d-9d14-fe3a05600fbe,2658.55,Starbucks,shopping,17.942305281841193,20,11,2025-12-03 18:26:00.318338
9a89d830-2855-4625-816c-2674a90b0cf5,1689.77,Suspicious Merchant,utilities,7.834276018748258,2281,218,2025-11-18 16:26:00.318344
63c6a0c3-548f-4906-a436-6987d2301852,7516.36,Target,entertainment,7.2024692691614955,1818,137,2025-12-07 23:26:00.318349
9b72366c-640a-4369-87bf-c2d9bf42910d,5465.46,Google Play,shopping,21.246646075801046,3003,281,2025-11-17 21:26:00.318354
aef9f8ea-cc08-4594-937e-6f27ae363e36,4403.18,Apple Store,utilities,15.311667617973612,3634,269,2025-12-09 01:26:00.318359
98f78ede-b20b-41f4-abd5-a4d2737476c6,9925.89,Uber,utilities,16.861027035364515,904,14,2025-12-11 15:26:00.318364
a560b9a0-37d2-49b2-8dca-73e4d7e6a10b,4342.87,Shell,entertainment,13.57131795938329,2958,176,2025-11-24 05:26:00.318369
e8567ec5-2b56-42e8-9688-5dc6d857998e,217.66,Apple Store,utilities,20.54998025872829,1579,433,2025-11-14 01:26:00.318374
efc4242b-2a8d-4505-9cd0-b471e2bce388,1855.44,Best Buy,entertainment,7.966630456641188,1327,322,2025-11-30 06:26:00.318378
e590be7a-8129-4d28-a4ba-94c80ae4beed,9956.27,Home Depot,entertainment,16.422326264273202,3092,199,2025-12-13 14:26:00.318383
c0a1cf5a-519d-4503-8082-e3114accb2e7,5214.55,Shell,groceries,5.353333743605262,3644,221,2025-11-27 16:26:00.318388
2aaf87a9-e336-4094-8122-29e2092f8465,4093.17,Apple Store,utilities,22.38477934433064,1427,331,2025-12-01 20:26:00.318393
87fc2257-32bc-4776-9ca8-de6a9480efaa,5126.57,Suspicious Merchant,utilities,21.911993757452986,336,82,2025-11-15 11:26:00.318397
aa348156-9f77-4dd6-871b-7630ce0e2a67,6387.38,Expedia,utilities,14.380443647655888,1880,423,2025-12-11 11:26:00.318403
b2cc76b3-b387-49dd-aa4b-cd5d8d411fec,6077.44,Best Buy,entertainment,13.916667369957228,35,57,2025-12-08 09:26:00.318410
0a8fa6e9-8149-4a32-be92-da908a238805,6071.01,Wells Fargo,groceries,5.188273639476202,1734,482,2025-12-04 18:26:00.318415
e306e492-e8ad-42c2-a20f-8287d58e19ba,2200.19,Walmart,groceries,0.1666448029355525,3018,16,2025-11-19 16:26:00.318420
258290ba-bcba-43da-b801-078b049795b4,6623.91,Target,shopping,11.846545845449175,1005,259,2025-12-08 01:26:00.318424
f3830a2d-07bf-46d1-aa6c-1709453497af,1098.97,Airbnb,entertainment,17.4890402110251,943,26,2025-12-05 13:26:00.318429
18fb2e76-7b2b-4f71-bd99-6235168a0217,2991.08,Apple Store,utilities,17.148977751223217,2369,462,2025-11-29 04:26:00.318434
71e8e189-b172-427b-bd21-787bdf4c9e14,7980.81,Uber,groceries,2.0028028593087503,1840,397,2025-11-14 18:26:00.318439
4e3d81ab-19e6-4d07-b627-091be4c9668c,6953.24,Chevron,utilities,6.47500483490842,1330,336,2025-12-12 13:26:00.318443
990ea716-3d55-47d6-ae9a-251579de0cd6,3353.72,Airbnb,shopping,7.421116950064445,131,22,2025-12-08 08:26:00.318448
7b39227d-0919-48ca-b7c5-c9782ffe3932,6157.99,Best Buy,groceries,8.697861959375775,2723,201,2025-12-05 14:26:00.318453
1296812f-0160-4aba-8b86-396fd956b12c,9828.41,Bank of America,shopping,14.898672163382125,2797,315,2025-12-04 10:26:00.318458
fcd9d94c-8186-41d2-a522-5bd03459d4dd,6098.89,Best Buy,shopping,17.24289502787738,1283,267,2025-11-16 23:26:00.318462
31b27ddb-fd2c-479e-9be6-2bf91196bdca,1170.91,Wells Fargo,entertainment,4.876693995482312,1160,20,2025-12-08 18:26:00.318467
e765f791-7f4f-4230-9ab6-c35ba7f30ac0,9475.08,Uber,shopping,3.7604780859459748,398,166,2025-12-06 18:26:00.318472
8d330b22-ce25-45c1-aec5-0bd82d948c98,1585.6,Netflix,shopping,7.194026271180915,2163,442,2025-11-29 10:26:00.318476
06fc32bd-53ac-4618-820c-0680548fadbc,8314.36,Home Depot,travel,22.766147008428142,3245,405,2025-12-08 20:26:00.318481
84542c2f-606e-4abd-9227-e58cf3a4f88a,5797.39,Bank of America,groceries,10.643237326461989,851,466,2025-12-09 15:26:00.318486
d5f5c648-ed2b-4ffe-93c1-937c700b4d2e,2863.82,Best Buy,travel,10.391208636023595,646,346,2025-12-08 02:26:00.318491
b0b07d5f-9285-44af-bb23-6ac33435d983,8615.9,Expedia,entertainment,18.482932283064507,2587,248,2025-11-30 19:26:00.318495
3f8f13af-b510-4c40-bc36-6e5a7cf5b3a4,6054.29,Apple Store,shopping,8.923456507764307,1643,94,2025-12-09 21:26:00.318501
bab11a67-c606-4873-8f68-5e32182c9995,6211.13,Google Play,utilities,9.471621538305788,1333,108,2025-11-22 11:26:00.318506
2c5d3754-5846-4b31-8eab-eaaf9689c97e,2584.83,Walmart,entertainment,21.424419038334396,3320,398,2025-11-22 12:26:00.318511
5329ad1b-f6f6-4b33-8b75-d1de6c7c7d05,986.51,Chase,entertainment,23.937154466158002,342,196,2025-11-27 11:26:00.318516
09d1dbfb-3047-49fe-807e-95077ea03657,2889.27,Unknown Merchant,utilities,1.614475032260299,1866,484,2025-11-22 17:26:00.318523
711dfe1b-2239-4639-a6cc-604bd08eb7ad,6230.4,Best Buy,groceries,12.631384552502638,3555,390,2025-11-20 04:26:00.318530
0ef00f89-1f27-4630-a4d4-d3bea3b635e8,2278.88,Google Play,travel,19.41109858145823,1775,380,2025-12-07 22:26:00.318535
36ae1b76-805d-4843-848e-f43cdf4de355,1252.82,Shell,groceries,10.363742443167634,583,250,2025-11-21 12:26:00.318540
7dfbbd65-3bcd-4512-889f-9482b5aa2a76,7419.88,Apple Store,groceries,10.14146112516601,3621,202,2025-12-04 05:26:00.318545
7a54c0ad-4658-412b-9d2e-2dc348a18211,7427.33,Walmart,utilities,18.735054592628412,1932,432,2025-12-03 17:26:00.318550
e9c33a32-2bd0-4ec6-94fe-fe0e3fd48c64,9274.1,Airbnb,groceries,11.318314206995638,886,91,2025-11-17 05:26:00.318555
38cc2ca3-fd05-42a8-83a9-0b37720d06e6,8159.2,Chevron,entertainment,17.024486802364994,2762,76,2025-12-06 16:26:00.318560
0d1aa65e-341b-4e22-a0c7-642b760b55b1,3600.54,Best Buy,entertainment,17.939167656693545,2866,257,2025-12-10 06:26:00.318568
5fc12e9b-52ff-4c70-a8e5-ab562f580968,829.65,Lyft,utilities,2.7191456221082655,2976,307,2025-12-11 06:26:00.318573
e5da99f3-a4d0-4c49-948f-05af0ebf9f08,5906.93,Amazon,shopping,8.283817985743298,379,145,2025-12-05 15:26:00.318578
c449870c-75b0-4b43-8cbe-b5e258b1dad8,1501.57,Netflix,groceries,14.30516778272396,2320,496,2025-12-08 09:26:00.318583
a06a6b46-6b1a-4c76-a4db-bc038f978b57,5242.26,Uber,shopping,8.222178137933529,116,134,2025-12-03 21:26:00.318588
81a05ca4-c082-4b73-b655-fba01e2ba69c,1857.33,Suspicious Merchant,groceries,6.784584661144612,530,144,2025-12-02 21:26:00.318592
93f1ff9b-f59d-4324-832b-88926774a7a6,3771.19,Target,groceries,23.971435505506992,1130,16,2025-11-22 07:26:00.318597
ed7f0aa4-1268-4b3c-8323-c8793f6bbecf,6613.41,Bank of America,travel,18.10230426788864,807,257,2025-12-06 03:26:00.318602
f9af539e-2bef-4a6c-b4b0-e1303ce6ab16,1794.75,Apple Store,utilities,13.985694709387335,729,303,2025-12-06 19:26:00.318609
58e76217-6a87-4213-a411-d659f17d4831,6171.11,Walmart,shopping,0.6425435384874039,2198,423,2025-11-25 15:26:00.318614
9531d32d-96ae-4c8a-92c0-11f032239219,2897.77,Netflix,shopping,10.366729569226846,2268,301,2025-11-25 18:26:00.318618
722fe38f-e50c-4c43-86f3-249dff7aeae0,3049.22,Uber,groceries,22.378079041890274,1564,437,2025-11-15 11:26:00.318633
8c2d095f-e06f-4126-90c6-ff81d6bbc66f,3911.99,Expedia,entertainment,21.076591304821743,1266,464,2025-12-05 19:26:00.318638
70889808-6184-46ec-a00a-bf1f9e3fc279,1893.35,Home Depot,shopping,7.648787605526344,902,420,2025-12-08 08:26:00.318643
a07aab80-16f2-469b-a32f-27620f493a55,2397.52,McDonald's,groceries,0.866341130061647,1110,408,2025-12-07 10:26:00.318648
457485e4-fbfd-47ca-8c9f-40c163d78011,4524.52,Chevron,shopping,3.016920015587842,1990,447,2025-11-19 19:26:00.318652
222dbc49-cb94-4a80-be01-c7d88cdf1be3,3691.85,Netflix,utilities,23.694847625218593,2174,436,2025-12-05 20:26:00.318657
3adbc563-353a-4d4f-b3ff-fc58b5271bfa,3492.12,Netflix,shopping,2.1958518969451912,596,74,2025-12-06 05:26:00.318662
5f2860c4-b593-400d-b5ee-0a3194ba2f05,9898.73,Airbnb,groceries,14.949739868454653,2962,207,2025-12-13 16:26:00.318667
d3fbc900-3224-4fb0-a2c8-c71ce74f95db,6739.22,Unknown Merchant,groceries,9.932122315882825,1490,201,2025-11-25 07:26:00.318671
2fc1218a-1caf-46ea-9fd4-fa2b2cb13367,16.96,Amazon,shopping,16.967302376289183,1471,155,2025-12-03 19:26:00.318676
46367586-d8bf-4c04-96fc-9853eb8fe304,1520.7,Google Play,shopping,13.562413413198037,175,159,2025-11-16 05:26:00.318682
f696e9dd-6023-4089-a15b-7708ee353fa0,9137.58,Starbucks,shopping,0.029149797403471567,2210,225,2025-11-17 21:26:00.318687
4fc9cc06-4ecd-4136-b6ef-d6d7d055a288,6051.89,Bank of America,shopping,3.2051278838212154,587,56,2025-12-13 18:26:00.318692
cf220ee7-9b4b-46ec-9833-d0c222a2ec47,8775.06,Shell,entertainment,12.442619752912607,766,430,2025-11-14 17:26:00.318697
8020895a-75ba-48d9-a897-028c2ac02107,5997.46,Unknown Merchant,groceries,3.708185118611362,2628,242,2025-11-16 06:26:00.318702
7617f69e-fc4e-4f1c-9c4e-5ab1a75b939e,1622.2,Airbnb,groceries,14.276452027308462,2984,20,2025-12-10 12:26:00.318707
b682c39d-a2ff-4661-a41b-2377b0fc1ce8,8759.07,Expedia,entertainment,2.8166612224708985,431,475,2025-11-20 05:26:00.318712
8a7c1020-9541-443e-a05a-c85b7c8d9c5e,4386.94,Apple Store,utilities,7.026943940093547,1119,144,2025-12-01 17:26:00.318717
4cacde31-72f0-4353-8039-a9e46f279897,1943.75,Shell,utilities,8.76056782223857,173,218,2025-12-09 12:26:00.318722
7ff8d732-bfd3-4f99-be25-c24e5bddeea0,5639.78,Target,shopping,6.602236168115099,207,142,2025-12-08 00:26:00.318728
3b45417d-1914-46ee-b052-23ac3a210a23,3220.31,Suspicious Merchant,shopping,23.989852773488092,3587,29,2025-11-16 22:26:00.318733
2b73fcd4-5ae4-4b17-a6ad-a12e8a398d08,5793.38,Walmart,shopping,2.842217427881911,104,451,2025-12-03 19:26:00.318739
4550a107-39fe-45e8-807f-0ba0f192af75,907.71,Amazon,shopping,2.308271065410639,3390,146,2025-11-30 07:26:00.318744
3fffce0d-a097-4fe7-bd44-60c30d94368b,8164.87,Wells Fargo,entertainment,14.710135631304713,1389,261,2025-12-11 16:26:00.318749
fda135e4-f422-42e7-910a-fe8ff652d842,6504.13,Starbucks,shopping,10.316410932493874,2754,437,2025-11-14 10:26:00.318754
56b9db4b-71ad-48c0-92d3-e1afa960fb1b,9298.0,Bank of America,travel,10.132670335527873,544,173,2025-11-21 12:26:00.318759
f01de006-2500-4c1f-8167-0ce4dd9dca8e,1951.96,Chase,groceries,11.279469173101969,3461,122,2025-11-26 12:26:00.318764
47197084-4fc2-424f-bfb3-d8792c020541,717.26,Suspicious Merchant,shopping,12.677887651435476,2778,112,2025-12-11 03:26:00.318768
e45cc177-cfbb-4a7b-8ddb-166e03cf67b2,1390.15,McDonald's,shopping,5.4376542907043355,170,251,2025-11-27 21:26:00.318773
4dd8a6d5-528e-439c-9652-ec7afe2f3426,71.83,McDonald's,shopping,10.056121401893549,1276,375,2025-11-23 07:26:00.318778
dbd0aa89-141b-40ec-b1b5-bebffb6be39b,9827.69,Chevron,utilities,14.154554387562689,124,205,2025-12-04 03:26:00.318783
78f68805-cb15-413a-ac03-bb2f4ab28cbe,8973.46,Expedia,groceries,0.44704255162645445,3609,25,2025-12-07 05:26:00.318788
fb54dc22-2b44-45ee-84ac-b8108f228676,4980.16,Best Buy,utilities,4.848646524746314,1127,473,2025-11-17 02:26:00.318792
cf2c2ea9-0e9c-4b43-ac19-8de291cc19ed,6181.11,Wells Fargo,travel,21.495285773622232,2349,270,2025-12-03 11:26:00.318797
c24bb7a3-5dfa-491b-b5c6-94ee35d89013,2281.6,Uber,travel,6.829305474895814,1243,188,2025-11-23 20:26:00.318802
d142e317-0769-4f20-af43-dd3ec1ea594f,9982.09,Airbnb,utilities,16.226906390960814,880,300,2025-12-08 12:26:00.318806
2cea6b56-0953-4562-87b1-a2dee2624447,6501.98,Wells Fargo,travel,1.4605923617249505,2050,37,2025-12-01 03:26:00.318812
6ed915a0-d06e-4e6c-8be4-1c8924271528,7915.3,Lyft,shopping,11.150275813102027,862,194,2025-11-15 04:26:00.318817
d2cb7fdd-87a2-448a-8275-be8fa2a7fb0f,1760.88,McDonald's,travel,22.763613710054653,513,190,2025-12-04 19:26:00.318822
de6893dc-284f-4e98-8e2c-772becd8b9ab,6534.82,Best Buy,travel,11.123355891705097,3623,70,2025-12-04 00:26:00.318828
04c609b1-1584-49eb-930e-362cb389aba3,7353.99,Airbnb,entertainment,9.893930355667896,341,275,2025-11-27 04:26:00.318833
dc700b91-ade4-4fb2-93c3-8be90a6bbb25,5870.06,Starbucks,groceries,11.810689591547035,1750,346,2025-11-29 12:26:00.318838
b50a9d26-9342-4153-959b-26137d5b3977,2910.83,Google Play,utilities,1.10960559260438,3537,85,2025-12-02 08:26:00.318843
da66f9b5-6724-4bb4-8731-d6c489c89fd9,96.44,Shell,travel,6.513801611209812,3071,65,2025-12-10 01:26:00.318848
6dfad6cd-db3d-4a89-bd1c-3b7a1a995224,9549.3,Target,travel,11.844706656640966,1206,343,2025-12-13 22:26:00.318852
fe181722-58c6-425f-a953-fccb268d2ff0,3105.39,Unknown Merchant,groceries,17.727662568583987,2446,361,2025-11-22 07:26:00.318857
3ba48e02-e2a4-4555-a64e-11a265adeb5f,184.43,Amazon,entertainment,9.653498822477566,2193,78,2025-11-29 01:26:00.318862
97e06b3f-5343-42bd-9387-81ee35a9a95b,3699.06,Amazon,groceries,18.80663154817516,2044,24,2025-11-21 14:26:00.318866
6ae42ca1-15a7-4f09-a967-68f8fa345908,2891.15,Airbnb,shopping,1.4436146524333822,1074,185,2025-11-27 02:26:00.318871
b0e75808-18fc-4161-bb3a-04925b45760f,1458.64,Chevron,groceries,18.82364758788366,1284,130,2025-11-14 01:26:00.318875
b8a1ba9b-ad55-4087-b3f3-0ff5431d695d,435.48,Expedia,entertainment,18.34256671783635,2571,93,2025-11-21 18:26:00.318880
a79f6477-b6c0-46b4-9845-ade360ce77ce,8236.67,Best Buy,entertainment,14.11782308459292,2533,371,2025-12-12 22:26:00.318885
a649cdbc-011f-492d-a0df-b5fe44c974db,3991.66,Unknown Merchant,groceries,20.33057936322731,1171,76,2025-11-16 06:26:00.318890
5c20c46e-d766-48dd-b07d-cab6a0646b72,1245.29,Unknown Merchant,entertainment,4.967792213878213,9,463,2025-11-23 07:26:00.318895
27f012b8-6e87-4f04-9fef-e69b2c97bd3c,2267.41,Bank of America,shopping,23.487604025279218,3093,172,2025-11-28 11:26:00.318899
49588c08-c6f5-4e09-91c4-ee5483788d81,453.43,Airbnb,utilities,21.887057728931005,1887,86,2025-11-21 01:26:00.318905
cdaefef8-fb05-40a5-be72-41f4a5416959,8904.19,Chevron,entertainment,17.236592607197927,1720,404,2025-11-26 21:26:00.318911
611be4b9-4aad-453a-9bd4-311fcca564c7,6084.6,Lyft,shopping,3.354657110173542,3043,230,2025-12-02 19:26:00.318915
118a95a6-00a0-4125-a4f3-251cc10f6217,1266.21,Target,utilities,6.403212250011609,2874,150,2025-12-12 03:26:00.318921
7f45d12b-aea6-451e-b9d4-ce195b8c5fcb,1009.06,Chase,travel,1.7615687627627237,586,366,2025-11-19 16:26:00.318927
f3b975b6-48c7-4363-b30c-d0b48600c206,1040.93,Best Buy,travel,3.9643464567913416,252,227,2025-12-10 04:26:00.318931
f1d9a3be-fdee-46ae-afa1-aff0b3df3003,5463.17,Chevron,entertainment,5.669975025968364,759,200,2025-11-18 07:26:00.318936
ea740a59-ac9f-4383-bd82-e4b14eee83bb,881.18,Apple Store,shopping,18.51707167099228,872,55,2025-12-03 05:26:00.318941
